7,16,6,0,0.189435442
7,16,6,1,0.187611845
7,16,6,2,0.182791546
7,16,6,3,0.183334214
7,16,6,4,0.183668933
7,16,6,5,0.186397344
7,16,6,6,0.185612429
7,16,6,7,0.176584685
7,16,6,8,0.169277414
7,16,6,9,0.159471994
7,16,6,10,0.149819923
7,16,6,11,0.15217092
7,16,6,12,0.16781267
7,16,6,13,0.17238853
7,16,6,14,0.16711296
7,16,6,15,0.16511879
7,16,6,16,0.163861526
7,16,6,17,0.168932822
7,16,6,18,0.174829046
7,16,6,19,0.17459713
7,16,6,20,0.178203811
7,16,6,21,0.184378469
7,16,6,22,0.187650139
7,16,6,23,0.192008309
7,16,6,24,0.19102404
7,16,6,25,0.192527659
7,16,6,26,0.186605894
7,16,6,27,0.174124382
7,16,6,28,0.166253011
7,16,6,29,0.168292944
7,16,6,30,0.168963725
7,16,6,31,0.154787923
7,16,6,32,0.120366221
7,16,6,33,0.099220301
7,16,6,34,0.090071798
7,16,6,35,0.088305154
7,16,6,36,0.091111901
7,16,6,37,0.095191277
7,16,6,38,0.099499176
7,16,6,39,0.10454784
7,16,6,40,0.110218085
7,16,6,41,0.115626725
7,16,6,42,0.123867355
7,16,6,43,0.129697512
7,16,6,44,0.139776427
7,16,6,45,0.151183824
7,16,6,46,0.16064435
7,16,6,47,0.174365491
7,16,6,48,0.190343544
7,16,6,49,0.209178811
7,16,6,50,0.22854061
7,16,6,51,0.235636402
7,16,6,52,0.252558845
7,16,6,53,0.300474221
7,16,6,54,0.410960189
7,16,6,55,0.624715685
7,16,6,56,0.687989818
7,16,6,57,0.711923266
7,16,6,58,0.717959246
7,16,6,59,0.716109922
7,16,7,0,0.736808928
7,16,7,1,0.751323787
7,16,7,2,0.721914667
7,16,7,3,0.705765523
7,16,7,4,0.831229891
7,16,7,5,0.87258853
7,16,7,6,0.895317878
7,16,7,7,0.906410069
7,16,7,8,0.929371349
7,16,7,9,0.94954308
7,16,7,10,0.980357846
7,16,7,11,1.000581288
7,16,7,12,1.013762227
7,16,7,13,1.023597686
7,16,7,14,1.048231416
7,16,7,15,1.088980512
7,16,7,16,1.141522075
7,16,7,17,1.172771472
7,16,7,18,1.191206587
7,16,7,19,1.234327896
7,16,7,20,1.28197249
7,16,7,21,1.317363053
7,16,7,22,1.361447707
7,16,7,23,1.396541371
7,16,7,24,1.412633558
7,16,7,25,1.384211477
7,16,7,26,1.197612168
7,16,7,27,0.978868032
7,16,7,28,0.954639701
7,16,7,29,0.925600238
7,16,7,30,1.330010722
7,16,7,31,1.576904592
7,16,7,32,1.626645139
7,16,7,33,1.570896802
7,16,7,34,1.400454595
7,16,7,35,1.10219569
7,16,7,36,0.809025624
7,16,7,37,0.827801918
7,16,7,38,1.122755933
7,16,7,39,0.860459664
7,16,7,40,0.8086728
7,16,7,41,0.915994114
7,16,7,42,0.8255514
7,16,7,43,0.92803345
7,16,7,44,0.73693945
7,16,7,45,0.648961426
7,16,7,46,0.760226688
7,16,7,47,1.126188346
7,16,7,48,1.396978944
7,16,7,49,1.578733392
7,16,7,50,1.695079766
7,16,7,51,1.775135184
7,16,7,52,1.657210214
7,16,7,53,1.155545986
7,16,7,54,0.886544923
7,16,7,55,1.152493373
7,16,7,56,1.75206287
7,16,7,57,1.869778219
7,16,7,58,1.879822723
7,16,7,59,1.87856017
7,16,8,0,1.877645597
7,16,8,1,1.887108053
7,16,8,2,1.922367293
7,16,8,3,1.956318317
7,16,8,4,1.969491758
7,16,8,5,1.975682534
7,16,8,6,1.993943774
7,16,8,7,2.017811443
7,16,8,8,2.030063621
7,16,8,9,2.047004429
7,16,8,10,2.061406987
7,16,8,11,2.09484469
7,16,8,12,2.132456539
7,16,8,13,2.152107629
7,16,8,14,2.136825782
7,16,8,15,2.131768651
7,16,8,16,2.130332453
7,16,8,17,2.149048445
7,16,8,18,2.198897722
7,16,8,19,2.253338074
7,16,8,20,2.305831214
7,16,8,21,2.37171733
7,16,8,22,2.380708786
7,16,8,23,2.155624094
7,16,8,24,1.76685503
7,16,8,25,1.478622754
7,16,8,26,1.546613587
7,16,8,27,1.892987515
7,16,8,28,1.850425421
7,16,8,29,2.211916426
7,16,8,30,2.330870578
7,16,8,31,2.00598265
7,16,8,32,1.974673411
7,16,8,33,1.686262882
7,16,8,34,1.802218267
7,16,8,35,2.121072581
7,16,8,36,1.666067918
7,16,8,37,1.573658736
7,16,8,38,2.119568357
7,16,8,39,2.822239296
7,16,8,40,2.872317331
7,16,8,41,2.932246502
7,16,8,42,3.006066062
7,16,8,43,2.999820408
7,16,8,44,3.059140555
7,16,8,45,2.970547397
7,16,8,46,2.540165861
7,16,8,47,2.823889032
7,16,8,48,2.246196293
7,16,8,49,1.941885552
7,16,8,50,1.454676106
7,16,8,51,1.270463885
7,16,8,52,1.201196088
7,16,8,53,1.195462368
7,16,8,54,1.191135907
7,16,8,55,1.218886584
7,16,8,56,1.268759381
7,16,8,57,1.440349882
7,16,8,58,1.30548745
7,16,8,59,1.186712477
7,16,9,0,1.139921347
7,16,9,1,1.032918898
7,16,9,2,1.108316477
7,16,9,3,0.996272122
7,16,9,4,1.149800736
7,16,9,5,1.370446771
7,16,9,6,2.12617283
